"site" "simul" "decreasing" "increasing" "random_1" "random_10" "random_11" "random_12" "random_13" "random_14" "random_15" "random_16" "random_17" "random_18" "random_19" "random_2" "random_20" "random_21" "random_22" "random_23" "random_24" "random_25" "random_26" "random_27" "random_28" "random_29" "random_3" "random_30" "random_4" "random_5" "random_6" "random_7" "random_8" "random_9" "int_min" "int_max" "mean"
"Huttwil" 27 1.73699 1.069455 1.931111 1.920642 1.903061 1.733078 1.280942 1.880051 2.148109 3.557549 1.866448 1.881146 2.414264 2.451337 2.222132 1.351151 1.838047 3.534723 2.682433 2.676604 1.882446 2.008515 1.382561 2.457743 2.156201 0.826958 1.972579 1.563774 1.928199 3.007984 2.12131 2.236108 1.881146 2.222132 1.951845
"Huttwil" 28 2.899005 0.878249 1.990156 3.443797 2.183651 1.515054 1.257823 1.850558 3.465376 3.481201 2.534379 1.934621 2.522763 3.194272 2.162336 1.717512 1.777612 1.207159 2.702763 2.498121 1.833778 1.976226 1.362876 1.31375 1.443451 0.860776 1.986412 1.388363 1.974521 3.833982 1.738438 2.23332 1.738438 2.23332 1.9753735
"Huttwil" 29 3.679606 1.458229 1.987692 2.440921 2.057289 2.110376 1.324851 1.806531 3.440125 3.029073 0.50451 0.977532 2.467967 3.161498 3.012426 1.704474 1.803237 0.830801 1.441449 2.493831 1.778373 2.349264 0.956804 1.067748 1.440456 0.86335 1.851579 2.700488 1.401782 3.688117 1.518845 1.980988 1.441449 2.349264 1.829055
"Huttwil" 30 2.423774 0.009005 3.453466 0.042451 1.962895 2.776791 0.492828 0.80588 2.595117 3.031333 0.492828 0.973272 0.80588 1.268951 1.537703 1.51795 1.824186 0.009005 1.424879 0.770211 1.824186 3.453466 0.866627 0.80588 1.824186 0.866627 0.973272 2.423774 2.423774 3.453466 3.031333 1.424879 0.866627 1.962895 1.4714145
"Schwerin" 1 1.701507 1.856329 1.793732 1.732056 1.734788 1.774386 1.83776 1.770595 1.818357 1.752887 1.732954 1.839257 1.821157 1.828436 1.794993 1.760672 1.805844 1.785644 1.787017 1.778714 1.841776 1.78132 1.780992 1.882302 1.815083 1.784298 1.840677 1.820345 1.812917 1.763645 1.821857 1.747533 1.778714 1.818357 1.7903745
"Schwerin" 2 1.763655 1.805085 1.761747 2.236169 1.787691 1.778916 1.694705 1.792502 1.767432 1.810248 1.748532 1.791999 1.856406 1.797507 1.807836 1.742305 1.714894 1.428203 1.730682 1.800935 1.760968 1.746917 1.762526 1.778341 1.813333 1.840974 1.483947 1.781018 1.783919 1.743553 1.826725 1.839562 1.760968 1.797507 1.779967
"Schwerin" 3 1.79464 1.809499 1.832378 2.213701 1.784371 1.732491 1.657545 1.766031 1.786185 1.796916 1.784196 1.808844 1.752189 1.788032 1.834555 1.802308 1.823518 1.489287 1.74192 1.754889 1.777904 1.837699 1.784334 1.747682 1.768166 1.776693 1.458881 1.757677 1.708232 1.75199 1.78938 1.786232 1.754889 1.788032 1.78105
"Schwerin" 4 1.836105 1.830116 1.763627 2.126466 1.746041 1.688711 1.621657 1.818231 1.784011 1.745101 1.795491 1.750653 1.758434 1.771687 1.830805 1.704661 1.745327 1.422894 1.788941 1.711542 1.762929 1.720458 1.827084 1.783439 1.767726 1.798707 1.458586 1.728843 1.871175 1.77228 1.729234 1.755901 1.745101 1.783439 1.7606815
"Schwerin" 5 1.763016 2.12759 1.743093 2.163069 1.81913 1.736001 1.71455 1.845723 1.503771 1.79667 1.807738 1.829219 1.745582 1.7628 1.694164 1.712072 1.699712 1.397118 1.759604 1.797865 1.681489 1.764439 1.696817 1.710214 1.714837 1.809176 1.541451 1.755879 1.824795 1.782338 1.469159 1.825743 1.712072 1.79667 1.7507305
"Schwerin" 6 1.813929 2.137319 1.88093 2.189647 1.764863 1.710046 1.661616 1.793864 1.492751 1.799726 1.815199 1.778082 1.766835 1.820242 1.71779 1.727246 1.723539 1.331034 1.481007 1.823987 1.763865 1.825076 1.712752 2.162283 2.291586 1.737708 1.360345 1.831925 1.830564 1.777341 1.540322 1.803401 1.723539 1.815199 1.772088
"Schwerin" 7 1.793833 1.715636 1.872014 2.176677 1.661917 1.711096 1.69693 1.774175 1.504727 1.768611 1.846409 1.813925 1.757845 1.711735 1.750385 1.691808 1.590355 1.34546 1.318853 1.819218 1.653674 1.823052 1.679604 2.275836 2.367327 1.766476 1.293183 1.503512 1.893456 1.725179 1.4424 1.827645 1.679604 1.813925 1.737782
"Schwerin" 8 1.858339 1.637765 1.787976 2.204639 1.698327 1.709692 1.720347 1.776766 1.492103 1.821633 1.808871 1.790709 1.757587 1.697784 1.787482 1.73738 1.608282 1.168538 1.335282 2.180664 1.606615 1.834018 1.747661 2.256625 2.324521 1.652451 1.331784 1.468486 1.900131 1.723738 1.483002 1.840425 1.697784 1.790709 1.7425205
"Schwerin" 9 1.655429 1.703512 2.221229 2.348202 1.69164 1.662153 1.356218 1.772959 1.526901 1.765394 1.829887 1.706358 1.862116 1.698995 1.823367 1.688403 1.279545 1.177575 1.330883 2.144266 1.705272 1.831884 1.706982 2.444387 2.408999 1.628997 1.381712 1.445018 1.490102 1.765156 1.355813 1.779195 1.628997 1.779195 1.705815
"Schwerin" 10 1.720711 1.310976 2.245038 2.400532 1.690815 1.642701 1.340283 1.70493 1.959396 1.721372 1.449764 1.791785 1.830812 1.710132 1.810766 1.543733 1.314814 1.159711 1.318626 2.130752 1.683748 1.789519 1.692713 2.504612 2.34943 1.53151 1.345518 1.331544 1.505806 1.771101 1.341134 1.811405 1.53151 1.791785 1.6988215
"Schwerin" 11 1.679524 1.357416 2.147272 2.403877 1.700695 1.549885 1.336868 1.738545 1.931533 1.834309 1.323351 1.771172 2.185607 1.719852 1.614993 1.157357 1.269826 1.133959 1.282594 2.170401 1.606497 1.78763 1.687262 2.506989 2.340906 1.529449 1.34416 1.314245 1.558802 1.799907 1.398951 1.795852 1.529449 1.795852 1.6939785
"Schwerin" 12 1.735387 1.543719 2.107706 2.082143 1.67891 1.503471 1.158123 1.417363 1.88372 1.859851 1.412226 1.787719 2.138699 1.707303 1.663001 1.201049 1.341965 1.131746 1.262548 2.079115 1.649018 1.782404 1.679142 2.543222 2.512957 1.510837 1.418722 1.387101 1.506243 1.672693 1.406427 1.807584 1.418722 1.787719 1.667847
"Schwerin" 13 1.733596 1.53425 2.160491 2.082383 1.631018 2.302889 1.183363 1.411512 1.835536 1.812089 1.364123 1.740781 2.171507 1.784983 1.711284 1.192603 1.316123 1.184076 1.309105 2.133191 1.630015 1.70849 1.486877 2.526257 2.556164 1.505007 1.446275 1.359495 1.4333 1.659438 1.360628 1.731165 1.4333 1.784983 1.645228
"Schwerin" 14 1.733557 1.589989 2.153273 2.053792 1.729228 2.366386 1.195047 1.466354 1.835737 1.883542 2.10791 1.80246 2.214592 1.780683 1.645083 1.189484 1.358556 1.141926 1.309806 1.769497 1.678549 1.825099 1.511358 2.545088 2.516361 1.463237 1.442169 1.345237 1.386993 1.681171 1.370041 2.199863 1.463237 1.835737 1.7051995
"Schwerin" 15 1.706046 1.585778 2.116074 2.075854 1.686457 1.401844 1.190269 1.480691 1.912531 1.901153 1.98933 1.827094 2.210135 1.837229 1.674997 1.192224 1.123726 1.171265 1.366957 1.725604 1.605252 1.775061 1.50434 2.494997 2.15173 1.472151 1.438018 1.387626 1.480586 1.680863 1.411092 2.159802 1.472151 1.837229 1.67793
"Schwerin" 16 1.681924 1.490929 1.805203 2.116623 1.74596 1.535338 1.183497 1.468725 1.897492 1.906573 1.436243 2.181469 2.142537 1.743115 1.732572 1.167848 1.0851 1.150328 1.365686 1.812387 1.580364 1.791789 1.528302 2.51582 2.140733 1.495278 1.42905 1.376412 1.438619 1.672417 1.32883 2.170445 1.438619 1.805203 1.6263905
"Schwerin" 17 1.760424 1.502553 1.756623 2.08458 1.657277 1.545631 1.151195 1.470601 1.928955 1.822711 1.443926 1.741675 2.095165 1.763538 1.618086 1.173648 1.104701 1.14604 1.369397 1.79336 1.649487 1.727592 1.501965 2.502262 1.613193 1.469671 1.414019 1.409996 1.444833 1.690339 1.287769 1.757122 1.444833 1.741675 1.6156395
"Schwerin" 18 1.742177 1.58221 1.773134 2.029311 1.759587 1.444097 1.1144 1.474584 1.867354 1.823822 1.442883 1.705696 2.127725 1.427522 1.689764 1.185282 1.07259 1.180111 1.373833 1.770302 1.625908 1.80762 1.543228 2.587557 1.551106 1.874894 1.431021 1.343454 1.453846 2.203018 1.345347 1.803172 1.442883 1.773134 1.588507
"Schwerin" 19 1.8074 1.5701 1.840408 2.108269 1.667642 1.492574 1.093286 1.481045 1.788732 2.125116 1.441235 1.669848 2.336372 1.406214 1.726097 1.192249 1.070589 1.115421 1.343524 1.768756 1.689146 1.63982 2.421092 2.585343 1.551675 2.404225 1.518463 1.375737 1.441031 2.181137 1.352236 1.872721 1.441235 1.788732 1.653731
"Schwerin" 20 1.836671 1.581363 1.866478 2.010174 1.689045 1.486373 1.084331 1.378805 1.826686 2.141072 1.403758 1.678177 1.978109 1.409124 2.061494 1.166401 1.065641 1.169772 1.422843 1.756393 1.65619 1.715347 1.428698 2.517419 1.54678 2.41435 1.442958 1.359674 1.461538 2.136424 1.28718 1.807917 1.422843 1.807917 1.601485
"Schwerin" 21 1.841773 1.530439 1.825162 2.051216 1.712903 1.464017 1.120643 1.334049 1.814814 2.131678 1.382589 1.675848 1.978247 1.423772 2.035344 1.156157 1.036898 1.146443 1.39631 1.754719 1.689913 1.620862 1.396056 2.532348 1.498523 2.379284 1.621351 1.388476 1.446323 2.075 1.421426 1.813771 1.421426 1.813771 1.6211065
"Schwerin" 22 1.84527 1.5599 1.75266 2.060282 1.728554 1.471737 1.087764 1.332212 1.850644 2.188759 1.33214 1.708107 1.954281 1.946506 2.185019 1.102153 1.057421 1.11086 1.113161 1.758655 1.3462 1.636034 1.429538 2.681142 1.726944 2.384092 1.611018 1.350894 1.446179 2.171841 1.473927 1.789261 1.429538 1.789261 1.6720705
"Schwerin" 23 1.535872 1.574361 1.857758 2.090852 1.742583 1.477634 1.119183 1.071959 1.842227 2.196876 1.348506 1.71899 1.341918 2.165098 1.565781 1.064438 1.079465 0.963733 1.118321 1.871099 1.674037 1.686795 1.480964 2.152164 1.709568 2.341138 1.660057 1.126311 1.442075 2.133875 1.40961 1.717315 1.40961 1.742583 1.667047
"Schwerin" 24 1.557915 1.572916 1.876838 1.884264 1.732389 1.42046 1.094272 1.518293 2.026614 2.184792 1.624254 1.688728 1.339921 2.124808 1.525657 1.091752 1.100293 0.882998 1.23571 1.838101 1.677206 1.729103 1.579528 2.137628 1.722562 2.326506 1.634811 1.156427 1.454536 1.781957 1.437016 1.728766 1.454536 1.732389 1.6560085
"Schwerin" 25 1.512279 1.704637 1.899245 0.877797 1.799622 1.370145 1.0702 1.734177 1.991555 2.069594 1.743725 1.728844 1.354574 2.087522 1.482073 1.071363 1.062152 1.225623 1.1185 1.672399 2.116913 1.74365 1.270235 2.056463 1.743684 2.079538 1.671014 1.145554 1.158971 1.644539 1.450039 2.075862 1.354574 1.743725 1.6717065
"Schwerin" 26 1.14514 1.141963 1.094087 0.858353 1.834758 1.41604 1.120294 1.737642 2.029696 2.379582 2.197672 1.935137 0.806671 1.958534 1.548671 1.087105 1.070415 1.294293 1.126313 1.614677 1.787579 1.752854 1.182856 2.146362 1.702281 0.86643 1.519192 1.172483 1.12689 1.691854 1.497315 2.055898 1.172483 1.752854 1.5339315
"Schwerin" 27 1.154149 0.910402 0.872689 0.854037 1.421111 1.249849 1.067967 1.72399 2.036101 2.280703 2.181012 1.923578 0.555826 1.970818 1.533117 1.069328 1.598169 0.985564 0.872577 1.646222 1.603901 1.428054 1.170597 1.625464 1.719776 0.735662 1.428903 1.155476 1.111478 1.63987 1.483543 2.044774 1.155476 1.63987 1.456223
"Schwerin" 28 1.536104 0.852137 0.563518 2.141189 1.920197 1.149671 1.109608 1.447768 1.822769 2.257214 2.166306 1.881317 0.265856 0.946793 1.49349 1.088544 1.580866 1.02594 0.860256 1.499492 1.649175 1.428249 1.164209 0.832282 1.486699 0.733249 0.672968 1.129021 1.126751 1.424749 1.387475 1.886182 1.109608 1.499492 1.406112
"Schwerin" 29 1.418145 1.255658 0.535996 2.109841 1.922621 1.205979 0.688459 0.515232 1.704656 1.355631 0.347796 0.541083 0.229798 0.625226 1.360219 1.032092 1.594357 0.220305 0.765247 1.475112 1.604795 1.913209 1.150994 0.524072 1.417873 0.626306 0.595747 1.571828 1.161998 0.280952 0.860573 1.942204 0.625226 1.417873 1.091543
"Schwerin" 30 1.304741 0.003241 0.274175 0.032733 1.951573 1.069275 0.340684 0.195658 1.676219 0.015139 0.340684 0.522904 0.195658 0.461602 1.387949 0.90498 1.607019 0.003241 0.597857 0.450139 1.607019 0.274175 0.63103 0.195658 1.607019 0.63103 0.522904 1.304741 1.304741 0.274175 0.015139 0.597857 0.274175 0.90498 0.522904
"Bern" 1 2.620995 2.733216 2.684494 2.759583 2.679252 2.733182 2.830322 2.683337 2.716108 2.760542 2.758867 2.730338 2.74337 2.690353 2.624878 2.689142 2.711478 2.661032 2.629618 2.701012 2.813949 2.681198 2.703113 2.793066 2.674449 2.721361 2.73244 2.696273 2.699205 2.753092 2.723757 2.681558 2.689142 2.73244 2.7072955
"Bern" 2 2.690412 2.718993 2.726359 2.757361 2.682818 2.882211 2.731851 2.676394 2.71594 2.69127 2.722677 2.592669 2.703424 2.733426 2.710259 2.735265 2.684502 2.129375 2.719727 2.690677 2.687039 2.739832 2.686289 2.818764 2.766998 2.774659 2.139603 2.73059 2.701551 2.701026 2.715021 2.736367 2.69127 2.731851 2.7154805
"Bern" 3 2.668791 2.609967 2.641324 2.827852 2.682843 2.840402 2.671085 2.643353 2.686357 2.728909 2.82454 2.732163 2.566228 2.710409 2.758637 2.754526 2.700605 2.129137 2.672998 2.781169 2.699369 2.803438 2.788471 2.880033 2.683594 2.786247 2.062561 2.662933 2.712759 2.70992 2.620283 2.669423 2.672998 2.754526 2.7052625
"Bern" 4 2.741766 2.589784 2.645377 2.896282 2.661991 2.799122 2.664936 2.672025 2.629301 2.679151 2.665722 2.683402 2.67804 2.780288 2.763483 2.578275 2.704159 2.08529 2.548707 2.73778 2.637918 2.800445 2.818496 2.850276 2.622015 2.692558 2.067349 2.585655 2.712955 2.722393 2.689121 2.700566 2.661991 2.712955 2.6812765
"Bern" 5 2.696694 2.662106 2.658007 2.773333 2.650904 2.773596 2.678251 2.621244 2.057519 2.696804 2.663032 2.843962 2.578668 2.743462 2.640294 2.514909 2.70416 2.072017 2.509306 2.614036 2.606889 2.840088 2.858791 2.800685 2.673115 2.745336 2.129319 2.528794 2.594743 2.694728 2.086998 2.728377 2.606889 2.70416 2.6605195
"Bern" 6 2.694636 2.73501 2.599161 3.048322 2.634352 2.878743 2.812826 2.673342 2.105748 2.749618 2.659682 2.820153 2.634538 2.650367 2.601031 2.546747 2.62998 1.931978 1.94467 2.67559 2.615718 2.732495 2.872446 3.208181 2.781781 2.746258 1.999499 2.707446 2.572384 2.590978 2.151543 2.70437 2.601031 2.732495 2.6550245
"Bern" 7 2.75137 2.043164 2.573844 3.096393 2.571399 2.787907 2.733808 2.630633 2.067937 2.780541 2.691938 2.692875 2.586147 2.678984 2.610991 2.537833 2.617224 1.978874 1.956431 2.638027 2.744107 2.773472 2.815548 3.270658 2.761027 2.744513 2.041546 2.063778 2.549235 2.458129 2.116569 2.685547 2.571399 2.733808 2.63433
"Bern" 8 2.679441 2.077513 2.598225 3.109463 2.767886 2.798895 2.652816 2.621003 1.878198 2.609407 2.714475 2.687109 2.674218 2.663781 2.729394 2.745962 2.531817 1.933399 1.967382 2.662796 2.457824 2.688409 2.759543 3.076837 3.154504 2.646162 2.029905 2.117595 2.545829 2.642771 2.147849 2.714975 2.598225 2.714475 2.657806
"Bern" 9 2.772212 2.107359 2.665237 3.082977 2.701431 2.810754 1.969531 2.548506 1.90381 2.600004 2.65683 2.752948 2.633079 2.537756 2.731651 2.665492 1.859389 1.923516 1.971322 2.707418 2.562376 2.746046 2.590753 3.28258 3.199263 2.670861 2.0796 1.961192 2.017502 2.566856 2.135745 2.738304 2.537756 2.701431 2.6165415
"Bern" 10 2.837339 2.0859 2.619946 3.092548 2.654859 2.667957 1.934839 2.550642 1.9174 2.538116 2.054286 2.680103 2.66497 2.507307 2.720003 2.617592 1.970683 1.900161 1.992293 2.77696 2.513283 2.713483 2.656318 3.147125 3.146989 2.667002 2.087426 1.835009 1.989474 2.591618 2.115755 2.600563 2.115755 2.66497 2.5960905
"Bern" 11 2.782962 1.991246 2.582093 3.283673 2.618395 2.756483 1.92591 2.54846 1.976894 2.746658 2.147344 2.757896 2.707653 2.449264 2.742418 1.91069 1.903411 1.911759 1.97486 2.739272 2.488021 2.780138 2.642976 3.089792 3.144271 2.613386 2.067437 1.856634 2.039376 2.559527 2.113004 2.630314 2.113004 2.707653 2.57081
"Bern" 12 2.697981 2.00755 2.573188 3.214162 2.590048 2.679199 1.749699 1.987872 2.360249 2.778014 2.079603 2.68441 2.689275 2.408973 2.629044 1.85109 1.875769 1.883354 2.004449 2.71204 2.499614 2.660079 2.490142 3.092189 3.163019 2.556217 2.154002 1.812149 2.03646 2.560781 2.092486 2.751465 2.092486 2.660079 2.5279155
"Bern" 13 2.616883 2.022979 2.732157 3.108389 2.554225 3.100171 1.792752 1.970915 2.30327 2.772079 2.074682 2.772286 2.546637 2.436787 2.605975 1.903635 1.831558 1.836946 1.979006 2.539661 2.487501 2.718634 2.45487 3.09284 3.259735 2.653114 2.150262 1.673176 2.010527 2.56552 2.108775 2.743359 2.108775 2.653114 2.513581
"Bern" 14 2.659879 1.957998 2.556707 3.149555 2.545017 3.132363 1.560753 2.001159 2.232464 2.824768 2.210541 2.720662 2.502039 2.504524 2.471559 1.795963 1.837725 1.897816 2.000743 2.065953 2.476417 2.67579 2.368093 3.189291 3.266881 2.53438 2.145647 1.805819 1.995415 2.61065 2.090383 3.313041 2.090383 2.556707 2.473988
"Bern" 15 2.733109 1.934178 2.579963 3.204486 2.533219 2.13958 1.474242 2.003113 2.417156 2.607624 2.092875 2.682883 2.481577 2.509977 2.557825 1.819143 1.85752 1.89947 1.990712 2.050105 2.419325 2.610655 2.350583 3.028633 2.160224 2.607654 2.192298 1.811104 2.030327 2.584479 2.016994 3.308718 2.050105 2.557825 2.3838695
"Bern" 16 2.715811 1.879355 2.105024 3.07971 2.626527 2.503899 1.501845 2.001643 2.293347 2.759041 2.116512 3.111676 2.524038 2.447391 2.469522 1.723842 1.81926 1.820959 1.980677 1.943086 2.438529 2.535025 2.313008 3.09755 2.340645 2.49656 2.103112 1.826095 1.881596 2.510992 1.894743 3.37351 2.001643 2.503899 2.3268265
"Bern" 17 2.736413 1.939266 2.16734 3.0234 2.516994 2.488907 1.486182 1.989765 2.42846 2.629049 2.139804 2.414719 2.495309 2.451885 2.547886 1.676707 1.894404 1.530378 2.027491 2.211764 2.430075 2.606666 2.324837 3.11018 2.077194 2.526898 1.977214 1.831028 1.868206 2.561497 1.927832 2.793947 2.027491 2.495309 2.369778
"Bern" 18 2.741097 1.901026 2.180876 3.037739 2.546528 2.508765 1.368632 1.975439 2.531863 2.695589 1.879194 2.36644 2.373115 1.990095 2.559077 1.713597 1.810954 1.532904 2.009025 2.24025 2.364464 2.54555 2.330533 3.175664 2.044897 3.367052 2.003373 1.758519 1.860323 2.617855 1.900909 2.728747 1.990095 2.531863 2.2853915
"Bern" 19 2.690641 1.946545 2.205192 3.013987 2.421637 2.359492 1.351107 1.810122 2.269499 3.044125 1.936657 2.294972 2.421199 2.04288 2.511906 1.728868 1.436196 1.760004 1.890255 2.208401 2.437083 2.566397 3.329033 3.157379 2.041635 3.501437 1.933166 1.685154 1.884277 2.662369 1.860527 2.741887 1.933166 2.437083 2.23895
"Bern" 20 2.68878 1.928219 1.930829 3.061696 2.454597 2.405781 1.373644 1.845864 2.149137 3.022333 1.899401 2.310247 1.817922 2.001221 3.167118 1.676719 1.494605 1.756677 1.903845 2.167818 2.40506 2.50891 1.803248 3.204493 1.875344 3.374545 1.977169 1.666565 1.897852 2.740155 1.859947 2.782185 1.875344 2.405781 1.989195
"Bern" 21 2.605762 1.723741 1.966947 3.051394 2.448866 2.376462 1.370771 1.792762 2.346675 3.181958 1.946119 2.138776 1.853981 1.982711 3.276757 1.761824 1.471151 2.050476 1.999468 2.247331 2.412771 2.522891 1.801507 3.224315 1.879469 3.307636 2.009725 1.758533 1.918033 2.543003 1.863178 2.743366 1.918033 2.412771 2.0301005
"Bern" 22 2.639554 1.707916 1.933928 3.267204 2.50051 2.609877 1.294824 1.794689 2.184209 3.13934 1.776514 2.13172 1.897603 2.388863 3.262003 1.583244 1.495224 2.0599 1.712809 2.26692 1.763067 2.566503 1.835348 3.566416 2.620803 2.955834 1.927403 1.667639 1.852389 2.566691 2.555154 2.66578 1.852389 2.566503 2.1579645
"Bern" 23 2.4509 1.703441 1.912162 3.390873 2.464429 2.601002 1.37382 1.805371 2.090306 3.037021 1.828688 1.884116 1.813224 2.468036 2.802867 1.59458 1.494264 1.713127 1.711029 2.328681 1.782283 2.634831 1.477821 3.277618 2.681674 2.958051 1.880677 1.551371 1.819977 3.459531 2.562115 2.529134 1.813224 2.562115 2.001234
"Bern" 24 2.490126 1.391249 1.946596 3.219905 2.351186 2.611183 1.25172 1.846688 2.139922 2.979627 1.781056 2.001418 1.78063 2.748381 2.657229 1.569339 1.39402 1.746629 2.417237 2.502513 1.77542 2.475093 1.43905 2.643731 2.175003 2.965887 1.902482 1.604778 1.881972 3.108012 2.638086 2.377825 1.846688 2.502513 2.1574625
"Bern" 25 2.464035 1.353126 1.957393 1.751931 2.584474 2.068413 1.257649 1.819356 2.161648 2.951119 1.796883 1.798644 1.721792 2.463512 2.718677 1.59494 1.453785 2.702451 2.709603 2.837354 1.819883 2.565265 1.495921 2.6019 2.188759 2.927478 1.867587 1.545006 1.832147 2.783319 2.205115 2.446489 1.819356 2.565265 2.1150305
"Bern" 26 1.666296 1.289742 1.946682 1.756855 2.574594 1.691844 1.223846 1.833126 2.164878 3.035505 1.819437 1.924392 1.719793 2.329555 2.740387 1.30742 1.277328 2.994753 2.55875 2.237364 1.829136 2.615493 1.422531 2.47883 2.152296 1.108625 1.794619 1.475895 1.782484 2.796732 2.170342 2.271873 1.782484 2.271873 1.935537
"Bern" 27 1.658767 1.13972 1.750896 1.749077 1.810086 1.721297 1.209232 1.690267 2.080902 3.394196 1.650983 1.87235 2.115881 2.253398 2.247104 1.298418 1.754695 3.056582 2.500621 2.635112 1.769711 1.826005 1.288449 2.411611 2.133877 0.882108 1.775982 1.481915 1.815268 2.766518 1.94897 2.245493 1.750896 2.133877 1.8206365
"Bern" 28 2.775102 0.901154 1.812398 3.125809 2.159774 1.590242 1.202065 1.688799 3.255952 3.308142 2.439464 1.9547 2.065957 2.998593 1.948235 1.688072 1.744238 1.497414 2.56128 2.453963 1.690319 1.968743 1.267579 1.386487 1.403895 0.864525 1.720521 1.419098 1.802747 3.604861 1.672727 2.100682 1.688072 2.100682 1.8075725
"Bern" 29 3.493462 1.545691 1.809171 2.444155 1.927699 1.904257 1.3099 1.675329 3.221635 2.73532 0.505292 0.958356 2.135827 3.014677 2.741666 1.687608 1.793186 1.031337 1.429137 2.451722 1.779412 2.179363 0.957375 1.193225 1.441914 0.84101 1.788007 2.670574 1.364706 3.447339 1.40246 1.961744 1.429137 2.135827 1.7905965
"Bern" 30 2.415744 0.015644 3.223955 0.042092 2.002074 2.63163 0.487134 1.002448 2.54795 2.717006 0.487134 0.978361 1.002448 1.253362 1.523558 1.502588 1.791387 0.015644 1.416874 0.762246 1.791387 3.223955 0.854415 1.002448 1.791387 0.854415 0.978361 2.415744 2.415744 3.223955 2.717006 1.416874 1.002448 2.002074 1.459731
"Cottbus" 1 1.927901 1.960401 1.909956 1.941455 1.989791 1.934928 1.987692 1.936635 1.913461 1.928763 1.947482 1.956815 1.924663 1.913796 1.965327 1.944794 1.940528 1.907842 1.943643 1.961075 1.918217 1.948742 1.970352 1.905523 1.936952 1.923948 2.005511 1.990055 1.9817 1.973481 1.943736 1.957756 1.934928 1.957756 1.9436895
"Cottbus" 2 1.945386 1.933332 1.967199 1.926047 1.920225 1.932839 1.93674 1.932083 1.958892 1.957487 1.972273 2.016495 1.969969 1.979972 1.914364 1.706441 1.963696 1.94165 1.949001 1.981138 1.964196 1.958537 1.950124 1.936765 1.995602 1.926881 1.933864 1.982454 1.947329 1.975505 1.946642 1.924971 1.93674 1.964196 1.9495625
"Cottbus" 3 1.956297 1.949696 1.972347 1.973572 1.971034 1.668764 1.905267 1.940335 1.932858 1.909013 1.928475 1.94183 1.91137 1.99888 1.952347 1.707296 1.947248 1.954104 1.914296 1.988219 1.932186 1.939182 1.947495 1.980263 1.680852 1.915716 1.882575 1.967389 1.94717 1.958402 1.971727 1.946813 1.928475 1.954104 1.9443215
"Cottbus" 4 1.989025 1.927979 1.903491 2.002607 1.960368 1.698081 1.921297 1.96368 2.011011 1.905655 1.927814 1.978206 1.926615 1.951785 1.927648 1.711011 1.980213 1.892291 1.971388 1.948871 1.939976 1.920791 1.97891 1.97945 1.672702 1.981231 1.896143 1.955669 1.96632 1.977653 1.908864 1.942364 1.921297 1.96632 1.9456175
"Cottbus" 5 1.960948 1.936363 1.976504 1.975393 1.960057 1.691946 1.90276 1.942832 1.974594 1.927262 1.970239 1.98503 1.921592 1.986162 1.850601 1.694033 1.944716 1.894924 1.929524 1.987447 1.909535 1.953462 1.697249 1.960326 1.686167 1.944279 1.898823 1.964878 1.976867 1.924581 1.898394 1.980375 1.909535 1.964878 1.9435555
"Cottbus" 6 1.926081 1.93525 1.990072 2.001872 1.949148 1.687768 1.939647 1.95098 1.941984 1.876019 1.984988 1.972655 1.925186 1.982021 1.89122 1.68863 1.905109 1.895406 1.923096 1.939708 1.914843 1.992099 1.712485 1.994175 1.627207 1.938232 1.86963 1.93238 1.982653 1.929349 1.877617 1.981523 1.905109 1.95098 1.935306
"Cottbus" 7 1.930008 1.839994 1.959985 2.011265 1.671985 1.670269 1.946193 1.918611 1.957948 1.941399 1.983611 1.948239 1.967446 1.628328 1.915874 1.64074 1.873027 1.938894 1.642669 1.925718 1.924896 1.989673 1.690859 2.087197 1.648164 1.964794 1.899258 1.904676 1.934055 1.964121 1.890416 1.967427 1.899258 1.957948 1.9298865
"Cottbus" 8 1.963035 1.909558 1.918788 1.986751 1.67411 1.641176 1.900428 1.924989 1.98362 1.896102 1.928253 1.932401 1.976749 1.608914 1.903409 1.658868 1.925132 1.638869 1.663295 1.985152 1.936814 1.935922 1.703847 2.057927 1.623738 1.900434 1.935827 1.9192 1.930504 1.952993 1.902077 1.997172 1.900428 1.935827 1.9220945
"Cottbus" 9 1.693989 1.899441 1.949019 1.642248 1.657551 1.647773 1.911288 1.919248 1.90759 1.904639 1.681449 1.941645 1.971044 1.629628 1.901076 1.625619 1.931924 1.565798 1.63468 1.931939 1.905568 1.96772 1.720506 1.879985 1.631066 1.95184 1.863251 1.92984 1.892603 1.930577 1.88291 1.96746 1.720506 1.92984 1.9028575
"Cottbus" 10 1.677531 1.824495 1.951091 1.632459 1.68144 1.69513 1.929444 1.915619 2.03708 1.918352 1.649437 1.933271 1.955469 1.636965 1.910856 1.584976 1.8895 1.588619 1.57976 1.931345 1.936185 1.960316 1.718334 1.887392 1.643886 1.577843 1.875448 1.918091 1.898761 1.913329 1.847982 1.945082 1.69513 1.918352 1.8941305
