"site" "simul" "decreasing" "increasing" "random_1" "random_10" "random_11" "random_12" "random_13" "random_14" "random_15" "random_16" "random_17" "random_18" "random_19" "random_2" "random_20" "random_21" "random_22" "random_23" "random_24" "random_25" "random_26" "random_27" "random_28" "random_29" "random_3" "random_30" "random_4" "random_5" "random_6" "random_7" "random_8" "random_9" "int_min" "int_max" "mean"
"Schaffhausen" 25 2.045689 1.301929 1.924059 1.038013 2.173226 1.4503 1.177314 2.000104 1.83556 2.420092 2.060689 1.648738 1.691005 2.009902 1.918589 1.294943 1.157976 1.425913 1.683742 2.009358 2.229651 2.210095 1.015853 2.172743 1.854327 2.646427 1.850517 1.303512 1.37211 2.000345 1.54624 1.831111 1.54624 2.000345 1.8430385
"Schaffhausen" 26 1.390844 0.963303 1.794249 0.976586 2.165355 1.434868 1.153804 1.996198 1.871579 2.430552 2.132615 1.678908 1.615677 1.908468 1.855695 1.203384 1.168615 1.441032 1.660723 1.784237 2.024796 2.161266 0.957563 2.171257 1.777903 0.995 1.691867 1.275697 1.360155 2.04955 1.70047 1.873462 1.441032 1.873462 1.7391865
"Schaffhausen" 27 1.348697 0.904194 1.566307 0.97485 1.50666 1.432152 1.203299 1.93997 1.82257 2.727918 2.049794 1.660719 1.073864 1.859878 1.698837 1.206516 1.643644 1.196192 1.644623 2.176748 1.825347 1.61005 0.919982 2.064732 1.788136 0.749318 1.720975 1.277017 1.382339 2.007789 1.611971 1.892103 1.432152 1.82257 1.6441335
"Schaffhausen" 28 2.07007 0.782039 1.678003 2.167458 1.76376 1.297625 1.177726 1.68233 2.226715 2.701944 2.203869 1.65615 0.887922 1.950807 1.616012 1.436342 1.678021 1.028688 1.644434 2.056837 1.790105 1.582041 0.915375 1.12378 1.214007 0.746918 1.480526 1.249598 1.388031 2.557386 1.377547 1.686214 1.377547 1.686214 1.630223
"Schaffhausen" 29 2.524809 1.430993 1.603622 2.133319 1.782617 1.660663 1.079332 1.479268 2.213112 1.530086 0.429549 0.832201 0.831723 1.866859 1.529641 1.429861 1.683562 0.521296 1.173128 2.029777 1.70599 1.897102 0.903251 0.818991 1.202605 0.760237 1.094073 2.183022 1.283271 1.97754 1.007667 1.733977 1.094073 1.70599 1.5044545
"Schaffhausen" 30 1.954457 0.007227 1.903546 0.038784 1.764435 2.005997 0.426681 0.533888 2.123033 0.241282 0.426681 0.83461 0.533888 0.996015 1.449995 1.276646 1.76908 0.007227 1.150076 0.654417 1.76908 1.903546 0.763499 0.533888 1.76908 0.763499 0.83461 1.954457 1.954457 1.903546 0.241282 1.150076 0.654417 1.76908 1.0730455
"Sion" 1 1.088437 1.094904 1.094277 1.111344 1.113925 1.085466 1.089089 1.111169 1.084306 1.107769 1.10318 1.087836 1.098526 1.104287 1.09587 1.095146 1.104876 1.102188 1.102353 1.094606 1.111936 1.099761 1.080923 1.105894 1.106221 1.103051 1.102055 1.100497 1.088167 1.105261 1.084806 1.103053 1.095146 1.104287 1.1021215
"Sion" 2 1.100148 1.100052 1.100442 1.079674 1.118479 1.122631 1.108664 1.098914 1.087801 1.104704 1.053606 1.111134 1.103227 1.073621 1.089138 1.024153 1.088835 1.103916 1.102419 1.107282 1.099902 1.111304 1.120104 1.110882 1.076664 1.103621 1.111402 1.097587 1.107265 1.105289 1.111223 1.111109 1.098914 1.108664 1.1037685
"Sion" 3 1.049696 1.118264 1.099077 1.073431 1.110563 1.021288 1.116603 1.101739 1.076215 1.109688 1.046831 1.097024 1.108078 1.071 1.059497 1.023296 1.101297 1.11082 1.106999 1.109332 1.109087 1.098029 1.089914 1.112288 0.945236 1.116332 1.115461 1.108356 1.102016 1.113431 1.087448 1.08692 1.087448 1.109087 1.101518
"Sion" 4 1.038256 1.117532 1.083184 1.088749 1.111965 1.018749 1.110724 1.111486 1.071956 1.097159 1.059604 1.110037 1.11173 1.077434 1.060349 1.02167 1.104306 1.100304 1.109079 1.037662 1.122118 1.107502 1.104246 1.117074 0.94492 1.114609 1.101678 1.104373 1.106199 1.110316 1.079742 1.07482 1.079742 1.109079 1.102962
"Sion" 5 1.046229 1.094905 1.106352 1.088675 1.106646 1.026553 1.112211 1.100708 1.067513 1.101138 1.043352 1.115236 1.115847 0.946889 1.06134 0.929976 1.11245 1.101177 1.107791 1.044746 1.108594 1.097196 1.031965 1.091974 0.960669 1.10657 1.101541 1.112607 1.108852 1.105353 1.076021 1.086457 1.076021 1.10657 1.100923
"Sion" 6 1.052578 1.08442 1.068889 1.094417 1.114628 0.914944 1.103688 1.106787 1.082855 1.068902 1.042874 1.107173 1.126941 0.944669 1.064316 0.931229 1.114529 1.120597 1.12094 1.041192 1.111141 1.066701 1.038354 1.077703 0.924107 1.106759 1.09921 1.105521 1.104286 1.113303 1.08263 1.077279 1.068889 1.106759 1.088636
"Sion" 7 1.056614 1.061013 1.009808 1.038568 1.038781 0.916066 1.103233 1.100674 1.073007 1.073063 1.043115 1.110627 1.089194 0.599181 1.066031 0.843137 1.117934 1.114932 1.034275 1.029614 1.129972 1.083367 1.019587 1.085421 0.905784 1.11934 1.108408 1.1138 1.095736 1.122712 1.073077 1.069416 1.038781 1.100674 1.07307
"Sion" 8 1.042556 1.077016 1.013722 1.062727 1.041177 0.915299 1.120805 1.082781 1.093781 1.083926 1.059005 1.100743 1.07859 0.587504 1.062848 0.836449 1.128531 1.027578 1.0299 1.022481 1.111616 1.064772 1.039918 1.079141 0.916839 1.130105 1.111638 1.115704 1.069313 1.12507 1.084801 1.058244 1.041177 1.084801 1.0670425
"Sion" 9 0.932998 1.077746 0.979131 0.908128 1.027802 0.902002 1.11659 1.072648 1.074216 1.080096 0.921445 1.117211 1.068279 0.59647 1.065683 0.838684 1.117234 0.991373 1.037411 1.020443 1.110868 1.09254 1.02373 0.994005 0.91384 1.060055 1.121311 1.109113 1.051125 1.087751 1.078011 1.06817 1.020443 1.078011 1.062869
"Sion" 10 0.921165 1.083858 0.971942 0.917471 1.036236 0.911227 1.123829 1.08842 1.049377 1.082607 0.925759 1.10324 1.06925 0.595944 1.078507 0.829238 1.113844 0.978881 1.006411 1.021907 1.111702 1.080115 1.029484 1.000262 0.913747 0.936231 1.0616 1.103097 1.073643 1.068431 1.075159 1.067303 1.000262 1.075159 1.0554885
"Sion" 11 0.605275 1.087552 0.985261 0.905091 1.028271 0.894435 1.115182 1.068929 1.06823 1.082676 0.82605 1.044343 1.06472 0.590937 1.073818 0.831386 1.113656 0.979155 0.871838 0.858121 1.109547 0.967224 0.982983 0.875 0.923846 0.936728 1.070558 1.107165 1.077256 1.081957 1.08153 1.063846 0.936728 1.070558 1.036307
"Sion" 12 0.592021 1.072026 0.697532 0.901864 1.034282 0.886081 1.01294 1.072776 1.042325 1.069858 0.817372 1.047389 1.065571 0.578802 1.066519 0.818847 1.103889 0.975577 0.878491 0.869026 1.123705 0.954891 0.982439 0.764953 0.905214 0.940015 1.048992 1.088559 1.091792 1.08367 1.086869 1.078455 0.905214 1.066519 1.023611
"Sion" 13 0.593221 1.065015 0.673336 0.910143 1.040651 0.838502 1.014809 1.07494 1.053062 1.076547 0.822063 1.033645 1.069738 0.558026 1.067026 0.824066 1.117188 0.972732 0.87181 0.863007 1.036969 0.932295 0.989061 0.755833 0.898768 0.940836 0.982225 1.06181 0.960991 0.999457 1.091946 1.075914 0.910143 1.040651 0.985643
"Sion" 14 0.59245 1.090025 0.684583 0.905458 1.040919 0.842567 1.01844 1.079901 1.042266 1.073684 0.756977 1.056575 1.065159 0.542333 1.072542 0.802446 1.123686 0.96826 0.865467 0.861118 1.045293 0.955579 0.976658 0.164161 0.90515 0.947013 1.007868 1.07762 0.977532 0.98962 1.077238 1.040482 0.905458 1.042266 0.983576
"Sion" 15 0.579504 1.076624 0.675351 0.898582 1.02248 0.833828 1.015426 1.072058 1.045756 1.065022 0.754945 0.924866 1.068248 0.534688 1.078235 0.803977 1.019974 0.860469 0.850377 0.848058 1.045197 0.960945 0.970942 0.158398 0.904604 0.930629 0.979103 1.02808 0.84457 0.981487 1.084903 1.036649 0.860469 1.02248 0.9659435
"Sion" 16 0.583535 1.05256 0.692776 0.894668 1.022095 0.8415 0.971948 1.067877 1.04584 1.077992 0.749144 0.859303 1.054677 0.529148 1.064046 0.802227 1.015769 0.857257 0.842047 0.858416 1.046569 0.946576 0.971042 0.147401 0.910937 0.930531 1.01156 0.778819 0.852717 0.988467 1.075543 1.038352 0.857257 1.015769 0.9385535
"Sion" 17 0.338152 1.037321 0.682501 0.801827 1.042614 0.83404 0.846792 1.063653 1.054953 1.082298 0.742333 0.868924 0.988483 0.523688 1.078043 0.797057 1.032183 0.853083 0.841517 0.866779 1.044656 0.942703 0.799813 0.148239 0.896458 0.928426 0.987668 0.762281 0.844461 0.970717 1.07626 1.032375 0.841517 0.988483 0.882691
"Sion" 18 0.315936 1.041182 0.691762 0.793671 0.984204 0.706434 0.845125 0.975165 1.047516 1.069793 0.741736 0.8433 0.98602 0.524592 0.972086 0.799291 0.917339 0.830049 0.831412 0.670171 1.053809 0.933555 0.298046 0.144944 0.891068 0.881446 1.002806 0.755188 0.847367 0.932266 1.070948 1.046758 0.799291 0.972086 0.8644065
"Sion" 19 0.296829 1.04239 0.136651 0.808479 0.798639 0.701279 0.864739 0.976889 1.05439 1.040911 0.729905 0.842043 0.795071 0.523856 0.97341 0.783392 0.90513 0.794775 0.836448 0.672575 0.919207 0.554669 0.162663 0.125263 0.891487 0.892257 0.972335 0.762809 0.824797 0.936674 1.079755 1.039595 0.783392 0.90513 0.8306225
"Sion" 20 0.292185 1.039589 0.131144 0.143815 0.791014 0.700447 0.840478 0.9682 1.057485 1.026125 0.71341 0.646 0.782329 0.521925 0.925043 0.263624 0.908284 0.780065 0.837048 0.670793 0.90934 0.534947 0.161539 0.115504 0.881519 0.88059 0.973781 0.750135 0.839792 0.933312 1.076405 0.838098 0.700447 0.881519 0.814031
"Sion" 21 0.25824 1.03947 0.130088 0.126267 0.263253 0.690051 0.841959 0.970333 1.063317 1.055761 0.110926 0.653693 0.795308 0.522663 0.925442 0.258161 0.464336 0.775718 0.821119 0.674127 0.894409 0.289227 0.151666 0.113042 0.895748 0.363778 0.960261 0.735771 0.831231 0.930584 1.002262 0.833502 0.464336 0.841959 0.7557445
"Sion" 22 0.246142 0.968945 0.127051 0.123071 0.249229 0.690173 0.832518 0.962848 1.044015 1.046351 0.107323 0.646057 0.774802 0.409114 0.919068 0.257275 0.463791 0.781296 0.838167 0.65499 0.882676 0.249143 0.127066 0.109117 0.879052 0.365006 0.97109 0.751789 0.841324 0.91939 0.989681 0.618489 0.409114 0.841324 0.720981
"Sion" 23 0.241014 0.975225 0.108886 0.121078 0.229629 0.677756 0.221259 0.756751 1.05348 1.048194 0.079891 0.649312 0.770119 0.366104 0.918846 0.242642 0.464522 0.776868 0.212996 0.636806 0.814128 0.217992 0.123667 0.108249 0.894895 0.075166 0.966757 0.239607 0.82658 0.916804 0.969767 0.649454 0.229629 0.776868 0.643059
"Sion" 24 0.231469 0.739742 0.082535 0.11389 0.236172 0.668795 0.22213 0.687208 0.862361 0.921593 0.078035 0.640003 0.777204 0.36511 0.931127 0.235003 0.456593 0.770408 0.067462 0.617178 0.811429 0.191377 0.088793 0.104544 0.875019 0.07684 0.605975 0.222324 0.804809 0.907971 0.643991 0.628164 0.222324 0.687208 0.6115765
"Sion" 25 0.195167 0.744805 0.082716 0.112225 0.200814 0.661379 0.218044 0.671422 0.862507 0.903543 0.069583 0.639019 0.792264 0.351753 0.910575 0.192684 0.456245 0.752567 0.066146 0.626912 0.348057 0.193343 0.070892 0.0948 0.879583 0.055235 0.601081 0.18751 0.819895 0.902413 0.649063 0.067966 0.192684 0.661379 0.403999
"Sion" 26 0.193771 0.747065 0.070361 0.07951 0.170707 0.657306 0.200389 0.666199 0.877455 0.669518 0.069178 0.067392 0.064609 0.339947 0.917318 0.191149 0.45133 0.741242 0.061438 0.610418 0.335386 0.171471 0.069044 0.086104 0.85631 0.05321 0.602103 0.184434 0.169201 0.595469 0.624712 0.062727 0.086104 0.602103 0.195769
"Sion" 27 0.161809 0.7454 0.064958 0.079293 0.162654 0.017121 0.192212 0.668189 0.786091 0.663226 0.063026 0.064013 0.056283 0.0554 0.91117 0.18829 0.325264 0.006799 0.057652 0.052536 0.312672 0.168366 0.064985 0.070299 0.868469 0.051504 0.601255 0.167333 0.170595 0.588682 0.6326 0.036531 0.064013 0.312672 0.1649935
"Sion" 28 0.013228 0.750615 0.018828 0.033315 0.016225 0.012751 0.186624 0.649502 0.761913 0.661249 0.056684 0.02575 0.018006 0.042726 0.899439 0.044949 0.322434 0.002887 0.048165 0.04305 0.310197 0.164181 0.026947 0.063088 0.855519 0.050416 0.015894 0.161396 0.164357 0.014839 0.610577 0.01899 0.026947 0.164357 0.0492905
"Sion" 29 0.00961 0.736573 0.012358 0.028038 0.0113 0.010133 0.042079 0.007535 0.026286 0.657248 0.037614 0.014773 0.007121 0.007507 0.664274 0.00581 0.30208 0.000427 0.042626 0.031809 0.293388 0.015873 0.021802 0.038995 0.29102 0.012444 0.00776 0.014307 0.15278 0.009477 0.051835 0.014441 0.012358 0.038995 0.0188375
"Sion" 30 0.005791 0 0.004928 0.011037 0.011045 0.00774 0.038488 0.00047 0.019286 0.005041 0.038488 0.003026 0.00047 0.00249 0.647433 0.002883 0.295849 0 0.002876 0.027127 0.295849 0.004928 0.001466 0.00047 0.295849 0.001466 0.003026 0.005791 0.005791 0.004928 0.005041 0.002876 0.002883 0.011037 0.0049845
